item_id,gt_sample,pde_class,num_method,phys_process,source,condition,corrupted_view,traj_level,names,order_seed,slot_1,slot_2,slot_3,slot_4,outlier_slot,gt_pde_class,gt_num_method,invalidity_note,desc_len_valid,desc_len_wrong,desc_len_delta,code_len_valid,code_len_wrong,code_len_delta,code_blank_runs_valid,code_blank_runs_wrong,traj_shape_valid,traj_shape_swap,render_grid,render_recon_err,flag_render_hard,flag_identity_leak,flag_near_duplicate,needs_exec
Burgers_7|A0|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,A0,none,valid,real,1,description,trajectory,math,code,,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_C|obfuscated|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,obfuscated,0,description,trajectory,code,math,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_C|obfuscated|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,obfuscated,1,code,math,description,trajectory,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_C|real|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,real,0,description,trajectory,code,math,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_C|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,real,1,code,math,description,trajectory,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_D|obfuscated|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,obfuscated,0,math,code,description,trajectory,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_D|obfuscated|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,obfuscated,1,description,code,trajectory,math,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_D|real|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,real,0,math,code,description,trajectory,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_D|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,real,1,description,code,trajectory,math,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_M|obfuscated|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,obfuscated,0,code,description,math,trajectory,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_M|obfuscated|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,obfuscated,1,math,description,trajectory,code,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_M|real|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,real,0,code,description,math,trajectory,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_M|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,real,1,math,description,trajectory,code,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_exec|obfuscated|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,obfuscated,0,code,description,trajectory,math,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,1
Burgers_7|X_T_exec|obfuscated|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,obfuscated,1,trajectory,math,code,description,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,1
Burgers_7|X_T_exec|real|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,real,0,code,description,trajectory,math,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,1
Burgers_7|X_T_exec|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,real,1,trajectory,math,code,description,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,1
Burgers_7|X_T_rand|obfuscated|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,obfuscated,0,description,code,trajectory,math,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_rand|obfuscated|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,obfuscated,1,trajectory,math,description,code,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_rand|real|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,real,0,description,code,trajectory,math,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_rand|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,real,1,trajectory,math,description,code,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_shuf|obfuscated|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,obfuscated,0,math,description,trajectory,code,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_shuf|obfuscated|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,obfuscated,1,trajectory,description,code,math,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_shuf|real|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,real,0,math,description,trajectory,code,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_shuf|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,real,1,trajectory,description,code,math,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_swap|obfuscated|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,obfuscated,0,math,code,trajectory,description,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_swap|obfuscated|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,obfuscated,1,trajectory,code,math,description,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_swap|real|0,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,real,0,math,code,trajectory,description,3,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_7|X_T_swap|real|1,Burgers_7,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,real,1,trajectory,code,math,description,1,burgers,explicit,,528,298,-230,762,762,0,3,4,10x300x1x1,10x201x1x1,10x64x1x1,0.0083,0,0,0,0
Burgers_8|A0|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,A0,none,valid,obfuscated,0,description,code,math,trajectory,,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|A0|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,A0,none,valid,obfuscated,1,code,description,trajectory,math,,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|A0|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,A0,none,valid,real,0,description,code,math,trajectory,,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|A0|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,A0,none,valid,real,1,code,description,trajectory,math,,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_C|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,obfuscated,0,description,trajectory,math,code,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_C|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,obfuscated,1,description,code,trajectory,math,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_C|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,real,0,description,trajectory,math,code,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_C|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_C,code,valid,real,1,description,code,trajectory,math,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_D|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,obfuscated,0,trajectory,code,math,description,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_D|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,obfuscated,1,trajectory,description,code,math,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_D|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,real,0,trajectory,code,math,description,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_D|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_D,description,valid,real,1,trajectory,description,code,math,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_M|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,obfuscated,0,description,code,trajectory,math,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_M|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,obfuscated,1,trajectory,math,code,description,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_M|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,real,0,description,code,trajectory,math,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_M|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_M,math,valid,real,1,trajectory,math,code,description,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_exec|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,obfuscated,0,math,description,code,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,1
Burgers_8|X_T_exec|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,obfuscated,1,math,trajectory,description,code,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,1
Burgers_8|X_T_exec|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,real,0,math,description,code,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,1
Burgers_8|X_T_exec|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_exec,trajectory,T_exec,real,1,math,trajectory,description,code,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,1
Burgers_8|X_T_rand|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,obfuscated,0,math,code,description,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_rand|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,obfuscated,1,code,trajectory,description,math,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_rand|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,real,0,math,code,description,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_rand|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_rand,trajectory,T_rand,real,1,code,trajectory,description,math,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_shuf|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,obfuscated,0,code,description,math,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_shuf|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,obfuscated,1,math,trajectory,description,code,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_shuf|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,real,0,code,description,math,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_shuf|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_shuf,trajectory,T_shuf,real,1,math,trajectory,description,code,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_swap|obfuscated|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,obfuscated,0,description,math,code,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_swap|obfuscated|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,obfuscated,1,math,trajectory,code,description,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_swap|real|0,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,real,0,description,math,code,trajectory,4,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Burgers_8|X_T_swap|real|1,Burgers_8,burgers,explicit,advection/diffusion,synthetic,X_T_swap,trajectory,T_swap,real,1,math,trajectory,code,description,2,burgers,explicit,,561,362,-199,1311,1311,0,5,5,10x101x101x2,10x101x101x1,10x10x10x2,0.1137,0,0,0,0
Heat_1|A0|obfuscated|0,Heat_1,heat,explicit,diffusion,human,A0,none,valid,obfuscated,0,code,trajectory,math,description,,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|A0|obfuscated|1,Heat_1,heat,explicit,diffusion,human,A0,none,valid,obfuscated,1,code,math,description,trajectory,,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|A0|real|0,Heat_1,heat,explicit,diffusion,human,A0,none,valid,real,0,code,trajectory,math,description,,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|A0|real|1,Heat_1,heat,explicit,diffusion,human,A0,none,valid,real,1,code,math,description,trajectory,,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_C|obfuscated|0,Heat_1,heat,explicit,diffusion,human,X_C,code,valid,obfuscated,0,code,trajectory,math,description,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_C|obfuscated|1,Heat_1,heat,explicit,diffusion,human,X_C,code,valid,obfuscated,1,description,math,code,trajectory,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_C|real|0,Heat_1,heat,explicit,diffusion,human,X_C,code,valid,real,0,code,trajectory,math,description,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_C|real|1,Heat_1,heat,explicit,diffusion,human,X_C,code,valid,real,1,description,math,code,trajectory,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_D|obfuscated|0,Heat_1,heat,explicit,diffusion,human,X_D,description,valid,obfuscated,0,description,code,math,trajectory,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_D|obfuscated|1,Heat_1,heat,explicit,diffusion,human,X_D,description,valid,obfuscated,1,math,code,description,trajectory,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_D|real|0,Heat_1,heat,explicit,diffusion,human,X_D,description,valid,real,0,description,code,math,trajectory,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_D|real|1,Heat_1,heat,explicit,diffusion,human,X_D,description,valid,real,1,math,code,description,trajectory,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_M|obfuscated|0,Heat_1,heat,explicit,diffusion,human,X_M,math,valid,obfuscated,0,math,code,description,trajectory,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_M|obfuscated|1,Heat_1,heat,explicit,diffusion,human,X_M,math,valid,obfuscated,1,code,description,math,trajectory,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_M|real|0,Heat_1,heat,explicit,diffusion,human,X_M,math,valid,real,0,math,code,description,trajectory,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_M|real|1,Heat_1,heat,explicit,diffusion,human,X_M,math,valid,real,1,code,description,math,trajectory,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_exec|obfuscated|0,Heat_1,heat,explicit,diffusion,human,X_T_exec,trajectory,T_exec,obfuscated,0,trajectory,description,math,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,1
Heat_1|X_T_exec|obfuscated|1,Heat_1,heat,explicit,diffusion,human,X_T_exec,trajectory,T_exec,obfuscated,1,math,code,trajectory,description,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,1
Heat_1|X_T_exec|real|0,Heat_1,heat,explicit,diffusion,human,X_T_exec,trajectory,T_exec,real,0,trajectory,description,math,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,1
Heat_1|X_T_exec|real|1,Heat_1,heat,explicit,diffusion,human,X_T_exec,trajectory,T_exec,real,1,math,code,trajectory,description,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,1
Heat_1|X_T_rand|obfuscated|0,Heat_1,heat,explicit,diffusion,human,X_T_rand,trajectory,T_rand,obfuscated,0,trajectory,math,description,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_rand|obfuscated|1,Heat_1,heat,explicit,diffusion,human,X_T_rand,trajectory,T_rand,obfuscated,1,math,code,trajectory,description,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_rand|real|0,Heat_1,heat,explicit,diffusion,human,X_T_rand,trajectory,T_rand,real,0,trajectory,math,description,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_rand|real|1,Heat_1,heat,explicit,diffusion,human,X_T_rand,trajectory,T_rand,real,1,math,code,trajectory,description,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_shuf|obfuscated|0,Heat_1,heat,explicit,diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,0,trajectory,description,math,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_shuf|obfuscated|1,Heat_1,heat,explicit,diffusion,human,X_T_shuf,trajectory,T_shuf,obfuscated,1,description,math,trajectory,code,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_shuf|real|0,Heat_1,heat,explicit,diffusion,human,X_T_shuf,trajectory,T_shuf,real,0,trajectory,description,math,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_shuf|real|1,Heat_1,heat,explicit,diffusion,human,X_T_shuf,trajectory,T_shuf,real,1,description,math,trajectory,code,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_swap|obfuscated|0,Heat_1,heat,explicit,diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,0,trajectory,math,description,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_swap|obfuscated|1,Heat_1,heat,explicit,diffusion,human,X_T_swap,trajectory,T_swap,obfuscated,1,math,description,trajectory,code,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_swap|real|0,Heat_1,heat,explicit,diffusion,human,X_T_swap,trajectory,T_swap,real,0,trajectory,math,description,code,1,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_1|X_T_swap|real|1,Heat_1,heat,explicit,diffusion,human,X_T_swap,trajectory,T_swap,real,1,math,description,trajectory,code,3,heat,explicit,,705,499,-206,774,780,6,9,14,10x100x1x1,10x201x1x1,10x64x1x1,0.0079,0,0,1,0
Heat_2|A0|obfuscated|0,Heat_2,heat,explicit/implicit,diffusion,human,A0,none,valid,obfuscated,0,description,math,code,trajectory,,heat,explicit/implicit,,779,590,-189,778,784,6,10,15,10x100x1x1,10x300x1x1,10x64x1x1,0.0033,0,0,0,0
Heat_2|A0|obfuscated|1,Heat_2,heat,explicit/implicit,diffusion,human,A0,none,valid,obfuscated,1,description,math,trajectory,code,,heat,explicit/implicit,,779,590,-189,778,784,6,10,15,10x100x1x1,10x300x1x1,10x64x1x1,0.0033,0,0,0,0
Heat_2|A0|real|0,Heat_2,heat,explicit/implicit,diffusion,human,A0,none,valid,real,0,description,math,code,trajectory,,heat,explicit/implicit,,779,590,-189,778,784,6,10,15,10x100x1x1,10x300x1x1,10x64x1x1,0.0033,0,0,0,0
Heat_2|A0|real|1,Heat_2,heat,explicit/implicit,diffusion,human,A0,none,valid,real,1,description,math,trajectory,code,,heat,explicit/implicit,,779,590,-189,778,784,6,10,15,10x100x1x1,10x300x1x1,10x64x1x1,0.0033,0,0,0,0
Heat_2|X_C|obfuscated|0,Heat_2,heat,explicit/implicit,diffusion,human,X_C,code,valid,obfuscated,0,math,code,trajectory,description,2,heat,explicit/implicit,,779,590,-189,778,784,6,10,15,10x100x1x1,10x300x1x1,10x64x1x1,0.0033,0,0,0,0
Heat_2|X_C|obfuscated|1,Heat_2,heat,explicit/implicit,diffusion,human,X_C,code,valid,obfuscated,1,description,math,trajectory,code,4,heat,explicit/implicit,,779,590,-189,778,784,6,10,15,10x100x1x1,10x300x1x1,10x64x1x1,0.0033,0,0,0,0
