model,title,pde_class,mod_type,question_type,candidate,letters,correct_letter,logprob_A,logprob_B,logprob_C,logprob_D,predicted_letter,correct,logprob_correct,margin,entropy,finish_reason
Qwen/Qwen2.5-Coder-7B-Instruct,Burgers_CorrComm_Valid_4,burgers,CorrComm,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.9241756200790404,-0.5491756200790405,-7.23667573928833,-7.29917573928833,B,False,-0.9241756200790404,-0.375,0.6758732891550641,length
Qwen/Qwen2.5-Coder-7B-Instruct,Burgers_CorrComm_Valid_4,burgers,CorrComm,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.2969545423984527,-1.4219545125961304,-8.046954154968262,-8.671954154968262,A,True,-0.2969545423984527,1.1249999701976776,0.5568707822234564,length
Qwen/Qwen2.5-Coder-7B-Instruct,Burgers_CorrComm_Valid_4,burgers,CorrComm,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-3.310008764266968,-0.0600088089704513,-7.310009002685547,-8.560009002685547,B,True,-0.0600088089704513,3.2499999552965164,0.1593537607748632,length
Qwen/Qwen2.5-Coder-7B-Instruct,Burgers_CorrComm_Valid_4,burgers,CorrComm,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.2703628242015838,-1.5203628540039062,-8.395362854003906,-8.332862854003906,A,False,-1.5203628540039062,-1.2500000298023224,0.5303042484263532,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,pde_class,,"{""A"": ""heat"", ""B"": ""navier-stokes"", ""C"": ""burgers"", ""D"": ""wave""}",B,-9.564337730407717,-0.0018378286622464,-8.251837730407715,-6.876837730407715,B,True,-0.0018378286622464,6.874999901745468,0.0112821149519369,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.3665514290332794,-1.241551399230957,-7.804051399230957,-8.054051399230957,A,True,-0.3665514290332794,0.8749999701976776,0.6058826870606324,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.137549340724945,-2.13754940032959,-7.26254940032959,-7.57504940032959,A,True,-0.137549340724945,2.0000000596046448,0.365333842568997,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.278407871723175,-1.5284078121185305,-7.590908050537109,-8.52840805053711,A,True,-0.278407871723175,1.2499999403953552,0.5303042677723205,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-2.2700982093811035,-0.1450982838869094,-7.395098209381104,-8.207598686218262,B,True,-0.1450982838869094,2.124999925494194,0.3395398059936561,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-2.0342302322387695,-0.1592301428318023,-8.09673023223877,-7.7217302322387695,B,True,-0.1592301428318023,1.8750000894069672,0.3919829886484192,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-2.145444869995117,-0.1454448848962783,-8.082944869995117,-8.082944869995117,B,True,-0.1454448848962783,1.9999999850988388,0.3653338582142603,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0352967344224453,-4.03529691696167,-7.59779691696167,-9.222796440124512,A,True,-0.0352967344224453,4.000000182539225,0.09009475486763,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_1,navier-stokes,CorrComm,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-1.6124647855758667,-0.2374648302793502,-8.612464904785156,-7.987464904785156,B,True,-0.2374648302793502,1.3749999552965164,0.5029058421091054,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,pde_class,,"{""A"": ""wave"", ""B"": ""heat"", ""C"": ""navier-stokes"", ""D"": ""burgers""}",C,-8.62697982788086,-9.56447982788086,-0.0019794171676039,-7.064479351043701,C,True,-0.0019794171676039,7.062499933876097,0.0093678441140953,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.1958360224962234,-1.820836067199707,-7.570836067199707,-7.820836067199707,A,True,-0.1958360224962234,1.6250000447034836,0.4470838776057139,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.2355303764343261,-1.6105303764343262,-7.298030376434326,-7.798030376434326,A,True,-0.2355303764343261,1.375,0.5029058322076688,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.4603723883628845,-1.0853724479675293,-7.647872447967529,-8.085371971130371,A,True,-0.4603723883628845,0.6250000596046448,0.6466038793984092,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.1539811193943023,-2.1539812088012695,-6.9664812088012695,-8.02898120880127,A,False,-2.1539812088012695,-2.000000089406967,0.3653338363108916,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-2.8240976333618164,-0.0740977302193641,-8.386597633361816,-7.886597633361816,B,True,-0.0740977302193641,2.749999903142452,0.2272058920226339,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.1243411973118782,-2.2493412494659424,-7.499341011047363,-8.124341011047363,A,True,-0.1243411973118782,2.125000052154064,0.3395397803413736,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-3.0695621967315674,-0.0695621147751808,-7.757061958312988,-8.757061958312988,B,True,-0.0695621147751808,3.0000000819563866,0.1908649599968952,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_2,navier-stokes,CorrComm,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.3223669528961181,-1.3223669528961182,-7.884866714477539,-7.759866714477539,A,True,-0.3223669528961181,1.0,0.582203108886218,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,pde_class,,"{""A"": ""burgers"", ""B"": ""navier-stokes"", ""C"": ""heat"", ""D"": ""wave""}",B,-0.6670665740966797,-1.0420665740966797,-3.0420665740966797,-2.5420665740966797,A,False,-1.0420665740966797,-0.375,1.0556490217535397,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.7261622548103333,-0.7261622548103333,-7.913662433624268,-7.976162433624268,A,False,-0.7261622548103333,0.0,0.6931471805579453,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.7266376614570618,-0.7266376614570618,-7.726637840270996,-7.476637840270996,A,False,-0.7266376614570618,0.0,0.6931471805579453,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.2912281155586242,-1.5412280559539795,-7.666228294372559,-8.353728294372559,A,True,-0.2912281155586242,1.2499999403953552,0.5303042677723205,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",B,-2.6165318489074707,-0.1165317744016647,-7.491531848907471,-7.991531848907471,B,True,-0.1165317744016647,2.500000074505806,0.2685351712858239,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-2.139319896697998,-0.1393199265003204,-7.951819896697998,-7.389319896697998,B,True,-0.1393199265003204,1.9999999701976776,0.365333861343313,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.2658045589923858,-1.5158045291900637,-7.390804767608643,-7.515804767608643,A,False,-1.5158045291900637,-1.2499999701976776,0.5303042613236648,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0538136735558509,-3.1788136959075928,-7.991313457489014,-8.428813934326172,A,True,-0.0538136735558509,3.125000022351742,0.1745232261473321,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_3,navier-stokes,CorrComm,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.9131075739860536,-0.5381075739860535,-8.788107872009277,-7.975607395172119,B,True,-0.5381075739860535,0.375,0.6758732891550641,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,pde_class,,"{""A"": ""burgers"", ""B"": ""wave"", ""C"": ""navier-stokes"", ""D"": ""heat""}",C,-7.876832008361816,-9.251832008361816,-0.0018318791408091,-8.439332008361816,C,True,-0.0018318791408091,7.875000129221007,0.006398672047424,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0829488411545753,-2.707948923110962,-7.707948684692383,-8.207948684692383,A,True,-0.0829488411545753,2.6250000819563866,0.2472462503343755,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.3840407133102417,-1.2590407133102417,-7.884040832519531,-7.509040832519531,A,True,-0.3840407133102417,0.875,0.6058826816456708,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.7348009943962097,-0.7348009943962097,-7.984800815582275,-8.359801292419434,A,False,-0.7348009943962097,0.0,0.6931471805579453,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.1276959329843521,-2.5026960372924805,-7.0651960372924805,-8.25269603729248,A,False,-2.5026960372924805,-2.3750001043081284,0.291049678076908,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,num_method,explicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-1.3408950567245483,-0.3408950567245483,-7.528395175933838,-7.403395175933838,B,True,-0.3408950567245483,1.0,0.582203108886218,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.067836157977581,-3.067836046218872,-7.317836284637451,-8.380335807800293,A,True,-0.067836157977581,2.999999888241291,0.1908649862510985,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0547955259680748,-3.429795503616333,-8.179795265197754,-8.929795265197754,A,True,-0.0547955259680748,3.374999977648258,0.1453108794562467,length
Qwen/Qwen2.5-Coder-7B-Instruct,Navier-stokes_CorrComm_Valid_4,navier-stokes,CorrComm,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.1897274106740951,-1.8147274255752563,-8.064727783203125,-8.064727783203125,A,True,-0.1897274106740951,1.6250000149011612,0.4470838842622875,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,pde_class,,"{""A"": ""navier-stokes"", ""B"": ""heat"", ""C"": ""wave"", ""D"": ""burgers""}",C,-4.426712512969971,-0.0517123751342296,-5.676712512969971,-3.4267122745513916,B,False,-5.676712512969971,-5.625000137835741,0.2308700957708515,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.054225567728281,-3.3042256832122803,-6.929225444793701,-8.55422592163086,A,True,-0.054225567728281,3.2500001154839993,0.1593537420675014,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.4576322436332702,-1.082632303237915,-7.707632064819336,-7.457632064819336,A,False,-1.082632303237915,-0.6250000596046448,0.6466038793984092,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",A,-1.3572660684585571,-0.3572660982608795,-7.607265949249268,-7.982265949249268,B,False,-1.3572660684585571,-0.9999999701976776,0.5822031147457103,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.0989796593785286,-2.5989797115325928,-6.973979473114014,-8.286479949951172,A,False,-2.5989797115325928,-2.500000052154064,0.2685351752031742,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.3655985295772552,-1.2405985593795776,-7.490598678588867,-7.303098678588867,A,True,-0.3655985295772552,0.8750000298023224,0.6058826762307095,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.1546873599290847,-2.0296874046325684,-7.717187404632568,-7.717187404632568,A,False,-2.0296874046325684,-1.8750000447034836,0.3919829983114751,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-2.1555700302124023,-0.155569925904274,-7.405570030212402,-8.030570030212402,B,True,-0.155569925904274,2.0000001043081284,0.3653338331818391,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_1,wave,NoComm_CorrVar,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.7717344760894775,-0.6467344760894775,-8.084234237670898,-7.646734237670898,B,False,-0.7717344760894775,-0.125,0.6911978636434496,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,pde_class,,"{""A"": ""burgers"", ""B"": ""heat"", ""C"": ""navier-stokes"", ""D"": ""wave""}",D,-2.266139268875122,-0.2661393284797668,-4.891139507293701,-2.141139268875122,B,False,-2.141139268875122,-1.8749999403953552,0.7260151351701813,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.1251097023487091,-2.3751096725463867,-7.062609672546387,-8.312609672546387,A,True,-0.1251097023487091,2.2499999701976776,0.3147428607217895,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",A,-1.0136442184448242,-0.5136441588401794,-8.013644218444824,-7.388644218444824,B,False,-1.0136442184448242,-0.5000000596046448,0.6628473115735227,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.940010905265808,-0.5650109052658081,-7.940011024475098,-8.002511024475098,B,False,-0.940010905265808,-0.375,0.6758732891550641,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",A,-2.2746636867523193,-0.1496635973453521,-7.64966344833374,-8.087163925170898,B,False,-2.2746636867523193,-2.125000089406967,0.3395397727965848,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.33261638879776,-1.3326163291931152,-7.145116329193115,-6.957616329193115,A,True,-0.33261638879776,0.9999999403953552,0.5822031206052023,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-2.143641710281372,-0.1436416506767273,-8.081141471862793,-7.706141471862793,B,False,-2.143641710281372,-2.0000000596046448,0.365333842568997,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-1.258067011833191,-0.3830670416355133,-7.57056713104248,-8.00806713104248,B,True,-0.3830670416355133,0.8749999701976776,0.6058826870606324,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_2,wave,NoComm_CorrVar,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.3632568717002868,-1.2382569313049316,-8.675756454467773,-8.425756454467773,A,False,-1.2382569313049316,-0.8750000596046448,0.6058826708157478,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,pde_class,,"{""A"": ""burgers"", ""B"": ""heat"", ""C"": ""wave"", ""D"": ""navier-stokes""}",C,-1.6647238731384275,-1.2897238731384275,-0.7897238731384277,-2.6647238731384277,C,True,-0.7897238731384277,0.5,1.216817130481748,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.1364120244979858,-2.2614121437072754,-7.511412143707275,-8.448911666870117,A,True,-0.1364120244979858,2.1250001192092896,0.3395397667607538,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,phys_process,diffusion,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.279424637556076,-1.5294246673583984,-7.841924667358398,-8.216924667358398,A,True,-0.279424637556076,1.2500000298023224,0.5303042484263532,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.2164882719516754,-1.716488242149353,-8.028987884521484,-7.841488361358643,A,True,-0.2164882719516754,1.4999999701976776,0.4750515703576529,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.1129813268780708,-2.4879813194274902,-7.55048131942749,-8.425481796264648,A,False,-2.4879813194274902,-2.3749999925494194,0.2910496987423049,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.848849356174469,-0.598849356174469,-7.473849296569824,-7.161349296569824,B,False,-0.848849356174469,-0.25,0.6853952946553941,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,num_method,implicit,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.7101643681526184,-0.7101643681526184,-7.772664546966553,-7.710164546966553,A,True,-0.7101643681526184,0.0,0.6931471805579453,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,num_method,spectral,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.2217355072498321,-1.7217354774475098,-7.78423547744751,-8.471735954284668,A,True,-0.2217355072498321,1.4999999701976776,0.4750515703576529,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_3,wave,NoComm_CorrVar,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.409564733505249,-1.159564733505249,-8.784564971923828,-8.597064971923828,A,False,-1.159564733505249,-0.75,0.6274869817313553,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,pde_class,,"{""A"": ""heat"", ""B"": ""burgers"", ""C"": ""wave"", ""D"": ""navier-stokes""}",C,-2.0578339099884033,-2.5578339099884033,-0.3078338503837585,-2.9328339099884033,C,True,-0.3078338503837585,1.7500000596046448,0.8424350635977168,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,phys_process,advection,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.0722120255231857,-2.947211980819702,-7.322212219238281,-8.759712219238281,A,True,-0.0722120255231857,2.8749999552965164,0.2084167588275678,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",B,-2.391998291015625,-0.1419982761144638,-7.891998291015625,-7.454498291015625,B,True,-0.1419982761144638,2.250000014901161,0.3147428520457206,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,phys_process,oscillation,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.2689478993415832,-1.5189478397369385,-8.01894760131836,-7.956448078155518,A,True,-0.2689478993415832,1.2499999403953552,0.5303042677723205,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,phys_process,restoration,"{""A"": ""Yes"", ""B"": ""No""}",A,-1.750022053718567,-0.2500220239162445,-7.750021934509277,-8.125021934509277,B,False,-1.750022053718567,-1.5000000298023224,0.4750515570229209,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-1.1655213832855225,-0.4155214130878448,-7.353021621704102,-7.290521621704102,B,True,-0.4155214130878448,0.7499999701976776,0.6274869866016879,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",A,-1.1571273803710938,-0.407127320766449,-7.969627380371094,-7.657127380371094,B,False,-1.1571273803710938,-0.7500000596046448,0.6274869719906897,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.0655512660741806,-3.065551280975342,-8.190550804138184,-8.503050804138184,A,True,-0.0655512660741806,3.000000014901161,0.1908649690848883,length
Qwen/Qwen2.5-Coder-7B-Instruct,Wave_NoComm_Valid_4,wave,NoComm_CorrVar,phys_valid,valid,"{""A"": ""Yes"", ""B"": ""No""}",A,-0.537980318069458,-0.912980318069458,-8.350480079650879,-8.100480079650879,A,True,-0.537980318069458,0.375,0.6758732891550641,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,pde_class,,"{""A"": ""burgers"", ""B"": ""wave"", ""C"": ""navier-stokes"", ""D"": ""heat""}",D,-2.470932722091675,-1.7209327220916748,-3.845932722091675,-0.3459327220916748,D,True,-0.3459327220916748,1.375,0.842445623111747,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,phys_process,advection,"{""A"": ""Yes"", ""B"": ""No""}",B,-2.724418878555298,-0.0994188040494918,-7.911918640136719,-8.599418640136719,B,True,-0.0994188040494918,2.625000074505806,0.2472462515662051,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,phys_process,diffusion,"{""A"": ""Yes"", ""B"": ""No""}",A,-1.2641068696975708,-0.3891068696975708,-8.014106750488281,-6.514106750488281,B,False,-1.2641068696975708,-0.875,0.6058826816456708,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,phys_process,oscillation,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.2511814534664154,-1.6261814832687378,-8.188681602478027,-8.626181602478027,A,True,-0.2511814534664154,1.3750000298023224,0.5029058256067112,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,phys_process,restoration,"{""A"": ""No"", ""B"": ""Yes""}",A,-0.1508477628231048,-2.1508476734161377,-7.588347911834717,-8.400847434997559,A,True,-0.1508477628231048,1.9999999105930328,0.365333873859524,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,num_method,explicit,"{""A"": ""Yes"", ""B"": ""No""}",B,-0.9889255166053772,-0.4889255166053772,-7.676425457000732,-7.426425457000732,B,True,-0.4889255166053772,0.5,0.6628473185771795,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,num_method,implicit,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.7675840258598328,-0.6425840258598328,-8.267583847045898,-8.142583847045898,B,True,-0.6425840258598328,0.125,0.6911978636434496,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,num_method,spectral,"{""A"": ""Yes"", ""B"": ""No""}",B,-1.4356236457824707,-0.3106236457824707,-7.435623645782471,-7.748123645782471,B,True,-0.3106236457824707,1.125,0.556870776020233,length
Qwen/Qwen2.5-Coder-7B-Instruct,Heat_NoComm_Valid_1,heat,NoComm_CorrVar,phys_valid,valid,"{""A"": ""No"", ""B"": ""Yes""}",B,-0.4894328415393829,-0.9894328117370604,-9.11443328857422,-8.614433288574219,A,False,-0.9894328117370604,-0.4999999701976776,0.6628473220790077,length
